user_id,survey_id,survey_item_index,filename,has_reply,emotion_1,emotion_2,video_id,mix,emotion_1_id,emotion_2_id,intensity_level,reply_dim_anger,reply_dim_happiness_joy,reply_dim_sadness,reply_dim_disgust,reply_dim_fear
Emotest4751,34bf36253a04fe6be8a03dd0feb93ec86e87cf6632068fe4bd8b47368ab4c6e0,21,A67_mix_hap_sad_5050.mp4,1,happiness_joy,sadness,A67,1,33,6,,0,4,9,0,0
Emotest4751,34bf36253a04fe6be8a03dd0feb93ec86e87cf6632068fe4bd8b47368ab4c6e0,22,A227_mix_hap_sad_5050.mp4,1,happiness_joy,sadness,A227,1,33,6,,0,7,7,0,0
Emotest4751,34bf36253a04fe6be8a03dd0feb93ec86e87cf6632068fe4bd8b47368ab4c6e0,23,A220_mix_ang_fea_5050.mp4,1,anger,fear,A220,1,12,10,,9,0,0,0,1
Emotest4751,34bf36253a04fe6be8a03dd0feb93ec86e87cf6632068fe4bd8b47368ab4c6e0,24,A327_mix_ang_sad_5050.mp4,1,anger,sadness,A327,1,12,6,,7,0,7,0,0
Emotest4751,34bf36253a04fe6be8a03dd0feb93ec86e87cf6632068fe4bd8b47368ab4c6e0,25,A327_mix_fea_sad_5050.mp4,1,fear,sadness,A327,1,10,6,,6,0,0,0,2
Emotest4751,34bf36253a04fe6be8a03dd0feb93ec86e87cf6632068fe4bd8b47368ab4c6e0,26,A334_mix_ang_disg_5050.mp4,1,anger,disgust,A334,1,12,35,,8,0,0,3,0
Emotest4751,34bf36253a04fe6be8a03dd0feb93ec86e87cf6632068fe4bd8b47368ab4c6e0,27,A334_mix_ang_sad_5050.mp4,1,anger,sadness,A334,1,12,6,,3,0,8,0,0
Emotest4751,34bf36253a04fe6be8a03dd0feb93ec86e87cf6632068fe4bd8b47368ab4c6e0,28,A332_mix_disg_hap_5050.mp4,1,disgust,happiness_joy,A332,1,35,33,,1,7,0,0,0
Emotest4751,34bf36253a04fe6be8a03dd0feb93ec86e87cf6632068fe4bd8b47368ab4c6e0,29,A67_mix_disg_sad_5050.mp4,1,disgust,sadness,A67,1,35,6,,0,0,8,1,0
Emotest4751,34bf36253a04fe6be8a03dd0feb93ec86e87cf6632068fe4bd8b47368ab4c6e0,30,A334_mix_fea_hap_5050.mp4,1,fear,happiness_joy,A334,1,10,33,,0,6,0,0,1
Emotest4751,34bf36253a04fe6be8a03dd0feb93ec86e87cf6632068fe4bd8b47368ab4c6e0,31,A227_mix_ang_sad_5050.mp4,1,anger,sadness,A227,1,12,6,,8,0,0,4,0
Emotest4751,34bf36253a04fe6be8a03dd0feb93ec86e87cf6632068fe4bd8b47368ab4c6e0,32,A220_mix_fea_sad_5050.mp4,1,fear,sadness,A220,1,10,6,,0,0,7,0,1
Emotest4751,34bf36253a04fe6be8a03dd0feb93ec86e87cf6632068fe4bd8b47368ab4c6e0,33,A205_mix_ang_disg_5050.mp4,1,anger,disgust,A205,1,12,35,,8,0,0,8,0
Emotest4751,34bf36253a04fe6be8a03dd0feb93ec86e87cf6632068fe4bd8b47368ab4c6e0,34,A102_mix_disg_fea_5050.mp4,1,disgust,fear,A102,1,35,10,,0,0,0,10,10
Emotest4751,34bf36253a04fe6be8a03dd0feb93ec86e87cf6632068fe4bd8b47368ab4c6e0,35,A221_mix_fea_hap_5050.mp4,1,fear,happiness_joy,A221,1,10,33,,0,7,0,0,9
Emotest4751,34bf36253a04fe6be8a03dd0feb93ec86e87cf6632068fe4bd8b47368ab4c6e0,36,A323_mix_ang_fea_5050.mp4,1,anger,fear,A323,1,12,10,,8,0,0,0,1
Emotest4751,34bf36253a04fe6be8a03dd0feb93ec86e87cf6632068fe4bd8b47368ab4c6e0,37,A221_mix_ang_hap_5050.mp4,1,anger,happiness_joy,A221,1,12,33,,2,8,0,0,0
Emotest4751,34bf36253a04fe6be8a03dd0feb93ec86e87cf6632068fe4bd8b47368ab4c6e0,38,A55_mix_ang_fea_5050.mp4,1,anger,fear,A55,1,12,10,,8,0,0,2,0
Emotest4751,34bf36253a04fe6be8a03dd0feb93ec86e87cf6632068fe4bd8b47368ab4c6e0,39,A323_mix_fea_sad_5050.mp4,1,fear,sadness,A323,1,10,6,,0,0,2,0,8
Emotest2153,3a114ae7da1e63aec5b637273f57d36114822abde680e30f0c010fa535df25cf,0,A332_mix_disg_fea_5050.mp4,1,disgust,fear,A332,1,35,10,,0,0,0,5,7
Emotest2153,3a114ae7da1e63aec5b637273f57d36114822abde680e30f0c010fa535df25cf,1,A55_mix_ang_fea_5050.mp4,1,anger,fear,A55,1,12,10,,5,0,0,0,8
Emotest2153,3a114ae7da1e63aec5b637273f57d36114822abde680e30f0c010fa535df25cf,2,A200_mix_ang_sad_5050.mp4,1,anger,sadness,A200,1,12,6,,3,0,7,0,0
Emotest2153,3a114ae7da1e63aec5b637273f57d36114822abde680e30f0c010fa535df25cf,3,A334_mix_fea_hap_5050.mp4,1,fear,happiness_joy,A334,1,10,33,,0,3,0,0,8
Emotest2153,3a114ae7da1e63aec5b637273f57d36114822abde680e30f0c010fa535df25cf,4,A303_mix_disg_hap_5050.mp4,1,disgust,happiness_joy,A303,1,35,33,,0,2,8,0,0
Emotest2153,3a114ae7da1e63aec5b637273f57d36114822abde680e30f0c010fa535df25cf,5,A91_mix_disg_sad_5050.mp4,1,disgust,sadness,A91,1,35,6,,0,0,0,7,3
Emotest2153,3a114ae7da1e63aec5b637273f57d36114822abde680e30f0c010fa535df25cf,6,A67_mix_hap_sad_5050.mp4,1,happiness_joy,sadness,A67,1,33,6,,0,2,9,0,0
Emotest2153,3a114ae7da1e63aec5b637273f57d36114822abde680e30f0c010fa535df25cf,7,A337_mix_disg_hap_5050.mp4,1,disgust,happiness_joy,A337,1,35,33,,0,0,0,2,4
Emotest2153,3a114ae7da1e63aec5b637273f57d36114822abde680e30f0c010fa535df25cf,8,A323_mix_fea_sad_5050.mp4,1,fear,sadness,A323,1,10,6,,0,0,9,0,4
Emotest2153,3a114ae7da1e63aec5b637273f57d36114822abde680e30f0c010fa535df25cf,9,A72_mix_disg_hap_5050.mp4,1,disgust,happiness_joy,A72,1,35,33,,0,2,0,0,7
Emotest2153,3a114ae7da1e63aec5b637273f57d36114822abde680e30f0c010fa535df25cf,10,A64_mix_ang_hap_5050.mp4,1,anger,happiness_joy,A64,1,12,33,,3,6,0,0,0
Emotest2153,3a114ae7da1e63aec5b637273f57d36114822abde680e30f0c010fa535df25cf,11,A205_mix_hap_sad_5050.mp4,1,happiness_joy,sadness,A205,1,33,6,,2,0,6,0,0
Emotest2153,3a114ae7da1e63aec5b637273f57d36114822abde680e30f0c010fa535df25cf,12,A102_mix_disg_fea_5050.mp4,1,disgust,fear,A102,1,35,10,,0,0,0,8,4
Emotest2153,3a114ae7da1e63aec5b637273f57d36114822abde680e30f0c010fa535df25cf,13,A332_mix_disg_hap_5050.mp4,1,disgust,happiness_joy,A332,1,35,33,,0,6,0,0,3
Emotest2153,3a114ae7da1e63aec5b637273f57d36114822abde680e30f0c010fa535df25cf,14,A227_mix_ang_hap_5050.mp4,1,anger,happiness_joy,A227,1,12,33,,2,7,0,0,0
Emotest2153,3a114ae7da1e63aec5b637273f57d36114822abde680e30f0c010fa535df25cf,15,A220_mix_ang_fea_5050.mp4,1,anger,fear,A220,1,12,10,,3,0,0,0,7
Emotest2153,3a114ae7da1e63aec5b637273f57d36114822abde680e30f0c010fa535df25cf,16,A334_mix_ang_sad_5050.mp4,1,anger,sadness,A334,1,12,6,,0,0,6,0,3
Emotest2153,3a114ae7da1e63aec5b637273f57d36114822abde680e30f0c010fa535df25cf,17,A207_mix_disg_fea_5050.mp4,1,disgust,fear,A207,1,35,10,,0,0,0,2,9
Emotest2153,3a114ae7da1e63aec5b637273f57d36114822abde680e30f0c010fa535df25cf,18,A327_mix_disg_sad_5050.mp4,1,disgust,sadness,A327,1,35,6,,0,0,6,2,0
Emotest2153,3a114ae7da1e63aec5b637273f57d36114822abde680e30f0c010fa535df25cf,19,A67_mix_disg_sad_5050.mp4,1,disgust,sadness,A67,1,35,6,,0,0,0,6,3
Emotest2153,3a114ae7da1e63aec5b637273f57d36114822abde680e30f0c010fa535df25cf,20,A91_mix_hap_sad_5050.mp4,1,happiness_joy,sadness,A91,1,33,6,,0,3,7,0,0
Emotest2153,3a114ae7da1e63aec5b637273f57d36114822abde680e30f0c010fa535df25cf,21,A227_mix_hap_sad_5050.mp4,1,happiness_joy,sadness,A227,1,33,6,,0,4,8,0,0
Emotest2153,3a114ae7da1e63aec5b637273f57d36114822abde680e30f0c010fa535df25cf,22,A303_mix_fea_sad_5050.mp4,1,fear,sadness,A303,1,10,6,,0,0,4,0,7
Emotest2153,3a114ae7da1e63aec5b637273f57d36114822abde680e30f0c010fa535df25cf,23,A205_mix_ang_disg_5050.mp4,1,anger,disgust,A205,1,12,35,,7,0,0,0,3
Emotest2153,3a114ae7da1e63aec5b637273f57d36114822abde680e30f0c010fa535df25cf,24,A227_mix_ang_sad_5050.mp4,1,anger,sadness,A227,1,12,6,,4,0,0,0,8
Emotest2153,3a114ae7da1e63aec5b637273f57d36114822abde680e30f0c010fa535df25cf,25,A221_mix_fea_hap_5050.mp4,1,fear,happiness_joy,A221,1,10,33,,0,5,0,0,5
Emotest2153,3a114ae7da1e63aec5b637273f57d36114822abde680e30f0c010fa535df25cf,26,A220_mix_fea_sad_5050.mp4,1,fear,sadness,A220,1,10,6,,0,0,2,0,6
Emotest2153,3a114ae7da1e63aec5b637273f57d36114822abde680e30f0c010fa535df25cf,27,A72_mix_disg_fea_5050.mp4,1,disgust,fear,A72,1,35,10,,0,0,0,6,4
Emotest2153,3a114ae7da1e63aec5b637273f57d36114822abde680e30f0c010fa535df25cf,28,A327_mix_fea_sad_5050.mp4,1,fear,sadness,A327,1,10,6,,0,0,7,0,3
Emotest2153,3a114ae7da1e63aec5b637273f57d36114822abde680e30f0c010fa535df25cf,29,A323_mix_ang_fea_5050.mp4,1,anger,fear,A323,1,12,10,,3,0,0,0,5
Emotest2153,3a114ae7da1e63aec5b637273f57d36114822abde680e30f0c010fa535df25cf,30,A337_mix_ang_disg_5050.mp4,1,anger,disgust,A337,1,12,35,,8,0,0,4,0
Emotest2153,3a114ae7da1e63aec5b637273f57d36114822abde680e30f0c010fa535df25cf,31,A221_mix_ang_hap_5050.mp4,1,anger,happiness_joy,A221,1,12,33,,2,5,0,0,0
Emotest2153,3a114ae7da1e63aec5b637273f57d36114822abde680e30f0c010fa535df25cf,32,A102_mix_disg_sad_5050.mp4,1,disgust,sadness,A102,1,35,6,,0,0,0,4,7
Emotest2153,3a114ae7da1e63aec5b637273f57d36114822abde680e30f0c010fa535df25cf,33,A55_mix_ang_hap_5050.mp4,1,anger,happiness_joy,A55,1,12,33,,2,6,0,0,0
Emotest2153,3a114ae7da1e63aec5b637273f57d36114822abde680e30f0c010fa535df25cf,34,A64_mix_ang_fea_5050.mp4,1,anger,fear,A64,1,12,10,,9,0,0,0,3
Emotest2153,3a114ae7da1e63aec5b637273f57d36114822abde680e30f0c010fa535df25cf,35,A327_mix_ang_sad_5050.mp4,1,anger,sadness,A327,1,12,6,,5,0,3,0,0
Emotest2153,3a114ae7da1e63aec5b637273f57d36114822abde680e30f0c010fa535df25cf,36,A67_mix_fea_hap_5050.mp4,1,fear,happiness_joy,A67,1,10,33,,0,6,0,0,3
Emotest2153,3a114ae7da1e63aec5b637273f57d36114822abde680e30f0c010fa535df25cf,37,A334_mix_ang_disg_5050.mp4,1,anger,disgust,A334,1,12,35,,9,0,0,2,0
Emotest2153,3a114ae7da1e63aec5b637273f57d36114822abde680e30f0c010fa535df25cf,38,A207_mix_fea_hap_5050.mp4,1,fear,happiness_joy,A207,1,10,33,,0,3,0,0,9
Emotest2153,3a114ae7da1e63aec5b637273f57d36114822abde680e30f0c010fa535df25cf,39,A200_mix_ang_disg_5050.mp4,1,anger,disgust,A200,1,12,35,,2,0,0,7,0
Emotest6492,3c3924e3899f78315e8051400f15dd61df238e6ac3a048e833b6519e1c482817,0,A227_mix_ang_hap_5050.mp4,1,anger,happiness_joy,A227,1,12,33,,3,2,0,0,0
Emotest6492,3c3924e3899f78315e8051400f15dd61df238e6ac3a048e833b6519e1c482817,1,A327_mix_disg_sad_5050.mp4,1,disgust,sadness,A327,1,35,6,,0,0,6,0,2
Emotest6492,3c3924e3899f78315e8051400f15dd61df238e6ac3a048e833b6519e1c482817,2,A205_mix_hap_sad_5050.mp4,1,happiness_joy,sadness,A205,1,33,6,,0,4,5,0,0
Emotest6492,3c3924e3899f78315e8051400f15dd61df238e6ac3a048e833b6519e1c482817,3,A303_mix_fea_sad_5050.mp4,1,fear,sadness,A303,1,10,6,,0,0,5,4,0
Emotest6492,3c3924e3899f78315e8051400f15dd61df238e6ac3a048e833b6519e1c482817,4,A327_mix_ang_sad_5050.mp4,1,anger,sadness,A327,1,12,6,,0,0,0,2,9
Emotest6492,3c3924e3899f78315e8051400f15dd61df238e6ac3a048e833b6519e1c482817,5,A303_mix_disg_hap_5050.mp4,1,disgust,happiness_joy,A303,1,35,33,,2,0,4,0,0
Emotest6492,3c3924e3899f78315e8051400f15dd61df238e6ac3a048e833b6519e1c482817,6,A323_mix_fea_sad_5050.mp4,1,fear,sadness,A323,1,10,6,,0,0,2,0,4
Emotest6492,3c3924e3899f78315e8051400f15dd61df238e6ac3a048e833b6519e1c482817,7,A207_mix_disg_fea_5050.mp4,1,disgust,fear,A207,1,35,10,,0,0,0,1,6
Emotest6492,3c3924e3899f78315e8051400f15dd61df238e6ac3a048e833b6519e1c482817,8,A332_mix_disg_hap_5050.mp4,1,disgust,happiness_joy,A332,1,35,33,,1,3,0,0,0
Emotest6492,3c3924e3899f78315e8051400f15dd61df238e6ac3a048e833b6519e1c482817,9,A221_mix_ang_hap_5050.mp4,1,anger,happiness_joy,A221,1,12,33,,5,0,0,3,0
Emotest6492,3c3924e3899f78315e8051400f15dd61df238e6ac3a048e833b6519e1c482817,10,A72_mix_disg_hap_5050.mp4,1,disgust,happiness_joy,A72,1,35,33,,0,2,0,4,0
Emotest6492,3c3924e3899f78315e8051400f15dd61df238e6ac3a048e833b6519e1c482817,11,A200_mix_ang_sad_5050.mp4,1,anger,sadness,A200,1,12,6,,0,0,5,0,3
Emotest6492,3c3924e3899f78315e8051400f15dd61df238e6ac3a048e833b6519e1c482817,12,A227_mix_ang_sad_5050.mp4,1,anger,sadness,A227,1,12,6,,6,0,3,0,0
Emotest6492,3c3924e3899f78315e8051400f15dd61df238e6ac3a048e833b6519e1c482817,13,A205_mix_ang_disg_5050.mp4,1,anger,disgust,A205,1,12,35,,4,0,0,1,0
Emotest6492,3c3924e3899f78315e8051400f15dd61df238e6ac3a048e833b6519e1c482817,14,A102_mix_disg_sad_5050.mp4,1,disgust,sadness,A102,1,35,6,,0,0,0,6,1
Emotest6492,3c3924e3899f78315e8051400f15dd61df238e6ac3a048e833b6519e1c482817,15,A91_mix_disg_sad_5050.mp4,1,disgust,sadness,A91,1,35,6,,0,0,0,5,1
Emotest6492,3c3924e3899f78315e8051400f15dd61df238e6ac3a048e833b6519e1c482817,16,A67_mix_disg_sad_5050.mp4,1,disgust,sadness,A67,1,35,6,,0,0,3,6,0
Emotest6492,3c3924e3899f78315e8051400f15dd61df238e6ac3a048e833b6519e1c482817,17,A227_mix_hap_sad_5050.mp4,1,happiness_joy,sadness,A227,1,33,6,,0,3,4,0,0
Emotest6492,3c3924e3899f78315e8051400f15dd61df238e6ac3a048e833b6519e1c482817,18,A72_mix_disg_fea_5050.mp4,1,disgust,fear,A72,1,35,10,,0,0,0,6,3
Emotest6492,3c3924e3899f78315e8051400f15dd61df238e6ac3a048e833b6519e1c482817,19,A67_mix_fea_hap_5050.mp4,1,fear,happiness_joy,A67,1,10,33,,0,3,0,0,3
Emotest6492,3c3924e3899f78315e8051400f15dd61df238e6ac3a048e833b6519e1c482817,20,A200_mix_ang_disg_5050.mp4,1,anger,disgust,A200,1,12,35,,2,0,0,7,0
Emotest6492,3c3924e3899f78315e8051400f15dd61df238e6ac3a048e833b6519e1c482817,21,A337_mix_disg_hap_5050.mp4,1,disgust,happiness_joy,A337,1,35,33,,0,2,0,4,0
Emotest6492,3c3924e3899f78315e8051400f15dd61df238e6ac3a048e833b6519e1c482817,22,A67_mix_hap_sad_5050.mp4,1,happiness_joy,sadness,A67,1,33,6,,0,2,3,0,0
Emotest6492,3c3924e3899f78315e8051400f15dd61df238e6ac3a048e833b6519e1c482817,23,A220_mix_fea_sad_5050.mp4,1,fear,sadness,A220,1,10,6,,0,0,2,0,5
Emotest6492,3c3924e3899f78315e8051400f15dd61df238e6ac3a048e833b6519e1c482817,24,A220_mix_ang_fea_5050.mp4,1,anger,fear,A220,1,12,10,,6,0,2,0,0
Emotest6492,3c3924e3899f78315e8051400f15dd61df238e6ac3a048e833b6519e1c482817,25,A102_mix_disg_fea_5050.mp4,1,disgust,fear,A102,1,35,10,,0,0,0,6,7
Emotest6492,3c3924e3899f78315e8051400f15dd61df238e6ac3a048e833b6519e1c482817,26,A55_mix_ang_hap_5050.mp4,1,anger,happiness_joy,A55,1,12,33,,4,4,0,0,0
Emotest6492,3c3924e3899f78315e8051400f15dd61df238e6ac3a048e833b6519e1c482817,27,A64_mix_ang_fea_5050.mp4,1,anger,fear,A64,1,12,10,,8,0,0,3,0
Emotest6492,3c3924e3899f78315e8051400f15dd61df238e6ac3a048e833b6519e1c482817,28,A207_mix_fea_hap_5050.mp4,1,fear,happiness_joy,A207,1,10,33,,0,2,0,0,4
Emotest6492,3c3924e3899f78315e8051400f15dd61df238e6ac3a048e833b6519e1c482817,29,A334_mix_fea_hap_5050.mp4,1,fear,happiness_joy,A334,1,10,33,,0,3,0,0,6
Emotest6492,3c3924e3899f78315e8051400f15dd61df238e6ac3a048e833b6519e1c482817,30,A221_mix_fea_hap_5050.mp4,1,fear,happiness_joy,A221,1,10,33,,0,2,0,0,6
Emotest6492,3c3924e3899f78315e8051400f15dd61df238e6ac3a048e833b6519e1c482817,31,A334_mix_ang_sad_5050.mp4,1,anger,sadness,A334,1,12,6,,6,1,0,0,0
Emotest6492,3c3924e3899f78315e8051400f15dd61df238e6ac3a048e833b6519e1c482817,32,A337_mix_ang_disg_5050.mp4,1,anger,disgust,A337,1,12,35,,5,0,0,1,0
Emotest6492,3c3924e3899f78315e8051400f15dd61df238e6ac3a048e833b6519e1c482817,33,A323_mix_ang_fea_5050.mp4,1,anger,fear,A323,1,12,10,,5,0,0,0,2
Emotest6492,3c3924e3899f78315e8051400f15dd61df238e6ac3a048e833b6519e1c482817,34,A91_mix_hap_sad_5050.mp4,1,happiness_joy,sadness,A91,1,33,6,,0,1,3,0,0
Emotest6492,3c3924e3899f78315e8051400f15dd61df238e6ac3a048e833b6519e1c482817,35,A334_mix_ang_disg_5050.mp4,1,anger,disgust,A334,1,12,35,,7,0,0,2,0
Emotest6492,3c3924e3899f78315e8051400f15dd61df238e6ac3a048e833b6519e1c482817,36,A332_mix_disg_fea_5050.mp4,1,disgust,fear,A332,1,35,10,,0,0,0,2,6
Emotest6492,3c3924e3899f78315e8051400f15dd61df238e6ac3a048e833b6519e1c482817,37,A64_mix_ang_hap_5050.mp4,1,anger,happiness_joy,A64,1,12,33,,0,2,0,0,6
Emotest6492,3c3924e3899f78315e8051400f15dd61df238e6ac3a048e833b6519e1c482817,38,A327_mix_fea_sad_5050.mp4,1,fear,sadness,A327,1,10,6,,0,0,4,3,0
Emotest6492,3c3924e3899f78315e8051400f15dd61df238e6ac3a048e833b6519e1c482817,39,A55_mix_ang_fea_5050.mp4,1,anger,fear,A55,1,12,10,,9,0,0,0,2
Emotest1745,3e7102b9166873d3973fede7462b22b9746a51b63c35393623d6e60af0b53ccb,0,A332_mix_disg_fea_5050.mp4,1,disgust,fear,A332,1,35,10,,0,0,0,7,4
Emotest1745,3e7102b9166873d3973fede7462b22b9746a51b63c35393623d6e60af0b53ccb,1,A334_mix_fea_hap_5050.mp4,1,fear,happiness_joy,A334,1,10,33,,0,2,0,0,7
Emotest1745,3e7102b9166873d3973fede7462b22b9746a51b63c35393623d6e60af0b53ccb,2,A227_mix_hap_sad_5050.mp4,1,happiness_joy,sadness,A227,1,33,6,,0,4,8,0,0
Emotest1745,3e7102b9166873d3973fede7462b22b9746a51b63c35393623d6e60af0b53ccb,3,A200_mix_ang_disg_5050.mp4,1,anger,disgust,A200,1,12,35,,4,0,0,8,0
Emotest1745,3e7102b9166873d3973fede7462b22b9746a51b63c35393623d6e60af0b53ccb,4,A303_mix_disg_hap_5050.mp4,1,disgust,happiness_joy,A303,1,35,33,,0,7,0,5,0
Emotest1745,3e7102b9166873d3973fede7462b22b9746a51b63c35393623d6e60af0b53ccb,5,A220_mix_ang_fea_5050.mp4,1,anger,fear,A220,1,12,10,,8,0,0,0,2
Emotest1745,3e7102b9166873d3973fede7462b22b9746a51b63c35393623d6e60af0b53ccb,6,A323_mix_ang_fea_5050.mp4,1,anger,fear,A323,1,12,10,,8,0,0,1,0
Emotest1745,3e7102b9166873d3973fede7462b22b9746a51b63c35393623d6e60af0b53ccb,7,A55_mix_ang_hap_5050.mp4,1,anger,happiness_joy,A55,1,12,33,,0,5,0,7,0
Emotest1745,3e7102b9166873d3973fede7462b22b9746a51b63c35393623d6e60af0b53ccb,8,A303_mix_fea_sad_5050.mp4,1,fear,sadness,A303,1,10,6,,0,0,5,0,5
Emotest1745,3e7102b9166873d3973fede7462b22b9746a51b63c35393623d6e60af0b53ccb,9,A91_mix_disg_sad_5050.mp4,1,disgust,sadness,A91,1,35,6,,0,0,0,6,6
Emotest1745,3e7102b9166873d3973fede7462b22b9746a51b63c35393623d6e60af0b53ccb,10,A221_mix_ang_hap_5050.mp4,1,anger,happiness_joy,A221,1,12,33,,4,4,0,0,0
Emotest1745,3e7102b9166873d3973fede7462b22b9746a51b63c35393623d6e60af0b53ccb,11,A72_mix_disg_fea_5050.mp4,1,disgust,fear,A72,1,35,10,,0,0,0,7,2
Emotest1745,3e7102b9166873d3973fede7462b22b9746a51b63c35393623d6e60af0b53ccb,12,A220_mix_fea_sad_5050.mp4,1,fear,sadness,A220,1,10,6,,0,0,7,0,1
Emotest1745,3e7102b9166873d3973fede7462b22b9746a51b63c35393623d6e60af0b53ccb,13,A207_mix_fea_hap_5050.mp4,1,fear,happiness_joy,A207,1,10,33,,0,1,0,0,4
Emotest1745,3e7102b9166873d3973fede7462b22b9746a51b63c35393623d6e60af0b53ccb,14,A323_mix_fea_sad_5050.mp4,1,fear,sadness,A323,1,10,6,,0,0,2,0,5
Emotest1745,3e7102b9166873d3973fede7462b22b9746a51b63c35393623d6e60af0b53ccb,15,A67_mix_hap_sad_5050.mp4,1,happiness_joy,sadness,A67,1,33,6,,0,6,3,0,0
Emotest1745,3e7102b9166873d3973fede7462b22b9746a51b63c35393623d6e60af0b53ccb,16,A200_mix_ang_sad_5050.mp4,1,anger,sadness,A200,1,12,6,,3,0,6,0,0
Emotest1745,3e7102b9166873d3973fede7462b22b9746a51b63c35393623d6e60af0b53ccb,17,A64_mix_ang_fea_5050.mp4,1,anger,fear,A64,1,12,10,,8,0,5,0,0
Emotest1745,3e7102b9166873d3973fede7462b22b9746a51b63c35393623d6e60af0b53ccb,18,A334_mix_ang_sad_5050.mp4,1,anger,sadness,A334,1,12,6,,1,0,7,0,0
Emotest1745,3e7102b9166873d3973fede7462b22b9746a51b63c35393623d6e60af0b53ccb,19,A327_mix_ang_sad_5050.mp4,1,anger,sadness,A327,1,12,6,,7,6,0,0,0
Emotest1745,3e7102b9166873d3973fede7462b22b9746a51b63c35393623d6e60af0b53ccb,20,A334_mix_ang_disg_5050.mp4,1,anger,disgust,A334,1,12,35,,6,0,0,4,0
Emotest1745,3e7102b9166873d3973fede7462b22b9746a51b63c35393623d6e60af0b53ccb,21,A327_mix_fea_sad_5050.mp4,1,fear,sadness,A327,1,10,6,,0,0,9,0,2
Emotest1745,3e7102b9166873d3973fede7462b22b9746a51b63c35393623d6e60af0b53ccb,22,A102_mix_disg_fea_5050.mp4,1,disgust,fear,A102,1,35,10,,0,0,0,10,3
Emotest1745,3e7102b9166873d3973fede7462b22b9746a51b63c35393623d6e60af0b53ccb,23,A55_mix_ang_fea_5050.mp4,1,anger,fear,A55,1,12,10,,7,0,0,0,3
Emotest1745,3e7102b9166873d3973fede7462b22b9746a51b63c35393623d6e60af0b53ccb,24,A337_mix_disg_hap_5050.mp4,1,disgust,happiness_joy,A337,1,35,33,,0,8,0,1,0
Emotest1745,3e7102b9166873d3973fede7462b22b9746a51b63c35393623d6e60af0b53ccb,25,A327_mix_disg_sad_5050.mp4,1,disgust,sadness,A327,1,35,6,,0,0,0,6,2
Emotest1745,3e7102b9166873d3973fede7462b22b9746a51b63c35393623d6e60af0b53ccb,26,A67_mix_disg_sad_5050.mp4,1,disgust,sadness,A67,1,35,6,,0,0,6,2,0
Emotest1745,3e7102b9166873d3973fede7462b22b9746a51b63c35393623d6e60af0b53ccb,27,A205_mix_ang_disg_5050.mp4,1,anger,disgust,A205,1,12,35,,0,5,0,5,0
Emotest1745,3e7102b9166873d3973fede7462b22b9746a51b63c35393623d6e60af0b53ccb,28,A207_mix_disg_fea_5050.mp4,1,disgust,fear,A207,1,35,10,,0,0,0,1,9
Emotest1745,3e7102b9166873d3973fede7462b22b9746a51b63c35393623d6e60af0b53ccb,29,A102_mix_disg_sad_5050.mp4,1,disgust,sadness,A102,1,35,6,,0,0,0,1,4
Emotest1745,3e7102b9166873d3973fede7462b22b9746a51b63c35393623d6e60af0b53ccb,30,A337_mix_ang_disg_5050.mp4,1,anger,disgust,A337,1,12,35,,6,0,0,3,0
Emotest1745,3e7102b9166873d3973fede7462b22b9746a51b63c35393623d6e60af0b53ccb,31,A227_mix_ang_hap_5050.mp4,1,anger,happiness_joy,A227,1,12,33,,5,5,0,0,0
Emotest1745,3e7102b9166873d3973fede7462b22b9746a51b63c35393623d6e60af0b53ccb,32,A67_mix_fea_hap_5050.mp4,1,fear,happiness_joy,A67,1,10,33,,0,6,0,0,8
Emotest1745,3e7102b9166873d3973fede7462b22b9746a51b63c35393623d6e60af0b53ccb,33,A64_mix_ang_hap_5050.mp4,1,anger,happiness_joy,A64,1,12,33,,8,4,0,0,0
Emotest1745,3e7102b9166873d3973fede7462b22b9746a51b63c35393623d6e60af0b53ccb,34,A332_mix_disg_hap_5050.mp4,1,disgust,happiness_joy,A332,1,35,33,,0,8,0,7,0
Emotest1745,3e7102b9166873d3973fede7462b22b9746a51b63c35393623d6e60af0b53ccb,35,A221_mix_fea_hap_5050.mp4,1,fear,happiness_joy,A221,1,10,33,,0,3,0,0,8
Emotest1745,3e7102b9166873d3973fede7462b22b9746a51b63c35393623d6e60af0b53ccb,36,A227_mix_ang_sad_5050.mp4,1,anger,sadness,A227,1,12,6,,5,0,3,0,0
Emotest1745,3e7102b9166873d3973fede7462b22b9746a51b63c35393623d6e60af0b53ccb,37,A91_mix_hap_sad_5050.mp4,1,happiness_joy,sadness,A91,1,33,6,,0,5,5,0,0
Emotest1745,3e7102b9166873d3973fede7462b22b9746a51b63c35393623d6e60af0b53ccb,38,A205_mix_hap_sad_5050.mp4,1,happiness_joy,sadness,A205,1,33,6,,0,6,1,0,0
Emotest1745,3e7102b9166873d3973fede7462b22b9746a51b63c35393623d6e60af0b53ccb,39,A72_mix_disg_hap_5050.mp4,1,disgust,happiness_joy,A72,1,35,33,,0,6,0,8,0
Emotest7458,4129162936118f7a56f5d56f366d95fea8dd711c9ffcc2c3d937c9a6c2377462,0,A334_mix_ang_disg_5050.mp4,1,anger,disgust,A334,1,12,35,,10,0,0,6,0
